,poll_id_nate,question_id_538,race,year,location,type_simple,type_detail,pollster,pollster_rating_id,partisan,polldate,samplesize,cand1_name,cand1_party,cand1_pct,cand2_name,cand2_party,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,advancedplusminus,comment,rv,all_adu,sponsor,population,v
6984,8384,74960.0,2016_Pres-G_MA,2016,MA,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,796.0,Hillary Rodham Clinton,DEM,58.0,Donald Trump,REP,29.0,7.0,29.0,2016-11-08,60.93,33.31,27.62,1.38,1.38,1.0,-3.39197116873854,,False,False,,LV,False
6985,8385,75697.0,2016_Pres-G_MA,2016,MA,Pres-G,Pres-G,Western New England University,380,,2016-10-28,417.0,Hillary Rodham Clinton,DEM,56.0,Donald Trump,REP,26.0,8.0,30.0,2016-11-08,60.93,33.31,27.62,2.38,2.38,1.0,-2.46854254562943,,False,False,,LV,False
6986,8387,74959.0,2016_Pres-G_MD,2016,MD,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,740.0,Hillary Rodham Clinton,DEM,63.0,Donald Trump,REP,27.0,6.0,36.0,2016-11-08,61.07,34.33,26.74,9.26,9.26,1.0,3.75476708921607,,False,False,,LV,False
6987,8391,74958.0,2016_Pres-G_ME,2016,ME,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,432.0,Hillary Rodham Clinton,DEM,49.0,Donald Trump,REP,37.0,6.0,12.0,2016-11-08,47.83,44.87,2.96,9.04,9.04,1.0,3.25017918977383,,False,False,,LV,False
6988,8400,74961.0,2016_Pres-G_MI,2016,MI,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,1649.0,Hillary Rodham Clinton,DEM,43.0,Donald Trump,REP,42.0,8.0,1.0,2016-11-08,47.28,47.5,-0.22,1.22,1.22,0.0,-3.3497536005109,,False,False,,LV,False
6989,8417,74962.0,2016_Pres-G_MN,2016,MN,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,773.0,Hillary Rodham Clinton,DEM,46.0,Donald Trump,REP,37.0,9.0,9.0,2016-11-08,46.88,45.34,1.54,7.46,7.46,1.0,0.878934919571608,,False,False,,LV,False
6990,8422,74895.0,2016_Pres-G_MO,2016,MO,Pres-G,Pres-G,BK Strategies,20,,2016-10-28,1698.0,Hillary Rodham Clinton,DEM,39.0,Donald Trump,REP,53.0,,-14.0,2016-11-08,38.14,56.77,-18.63,4.63,4.63,1.0,-2.07781719610982,for Missouri Scout,False,False,Missouri Scout,LV,False
6991,8423,74964.0,2016_Pres-G_MO,2016,MO,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,671.0,Hillary Rodham Clinton,DEM,39.0,Donald Trump,REP,46.0,10.0,-7.0,2016-11-08,38.14,56.77,-18.63,11.63,11.63,1.0,4.11890384526266,,False,False,,LV,False
6992,8433,74963.0,2016_Pres-G_MS,2016,MS,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,648.0,Hillary Rodham Clinton,DEM,41.0,Donald Trump,REP,48.0,6.0,-7.0,2016-11-08,40.11,57.94,-17.83,10.83,10.83,1.0,4.89754360681595,,False,False,,LV,False
6993,8435,74965.0,2016_Pres-G_MT,2016,MT,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,405.0,Hillary Rodham Clinton,DEM,36.0,Donald Trump,REP,49.0,11.0,-13.0,2016-11-08,35.75,56.17,-20.42,7.42,7.42,1.0,0.671547868006587,,False,False,,LV,False
6994,8451,74972.0,2016_Pres-G_NC,2016,NC,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,1574.0,Hillary Rodham Clinton,DEM,47.0,Donald Trump,REP,44.0,7.0,3.0,2016-11-08,46.64,50.33,-3.69,6.69,6.69,0.0,1.78234315409258,,False,False,,LV,False
6995,8464,74973.0,2016_Pres-G_ND,2016,ND,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,279.0,Hillary Rodham Clinton,DEM,31.0,Donald Trump,REP,53.0,12.0,-22.0,2016-11-08,27.74,64.15,-36.41,14.41,14.41,1.0,6.84925232387004,,False,False,,LV,False
6996,8466,74966.0,2016_Pres-G_NE,2016,NE,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,412.0,Hillary Rodham Clinton,DEM,32.0,Donald Trump,REP,52.0,10.0,-20.0,2016-11-08,34.35,59.89,-25.54,5.54,5.54,1.0,-1.07990150661332,,False,False,,LV,False
6997,8475,74968.0,2016_Pres-G_NH,2016,NH,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,659.0,Hillary Rodham Clinton,DEM,48.0,Donald Trump,REP,35.0,10.0,13.0,2016-11-08,46.98,46.61,0.37,12.63,12.63,1.0,7.59812400566413,,False,False,,LV,False
6998,8476,76005.0,2016_Pres-G_NH,2016,NH,Pres-G,Pres-G,University of New Hampshire,357,,2016-10-28,516.0,Hillary Rodham Clinton,DEM,46.0,Donald Trump,REP,38.0,7.0,8.0,2016-11-08,46.98,46.61,0.37,7.63,7.63,1.0,2.13764220132276,for WMUR,False,False,WMUR,LV,False
6999,8489,74969.0,2016_Pres-G_NJ,2016,NJ,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,724.0,Hillary Rodham Clinton,DEM,55.0,Donald Trump,REP,35.0,4.0,20.0,2016-11-08,55.45,41.35,14.1,5.9,5.9,1.0,0.629423652584902,,False,False,,LV,False
7000,8493,74970.0,2016_Pres-G_NM,2016,NM,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,987.0,Hillary Rodham Clinton,DEM,44.0,Donald Trump,REP,34.0,17.0,10.0,2016-11-08,48.26,40.04,8.22,1.78,1.78,1.0,-1.78868055211861,,False,False,,LV,False
7001,8507,74967.0,2016_Pres-G_NV,2016,NV,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,1010.0,Hillary Rodham Clinton,DEM,43.0,Donald Trump,REP,42.0,12.0,1.0,2016-11-08,49.18,46.7,2.48,1.48,-1.48,1.0,-1.83662484450194,,False,False,,LV,False
7002,8521,82776.0,2016_Pres-G_NY,2016,NY,Pres-G,Pres-G,McLaughlin & Associates,203,R,2016-10-28,600.0,Hillary Rodham Clinton,DEM,49.0,Donald Trump,REP,38.0,4.0,11.0,2016-11-08,59.4,36.76,22.64,11.64,-11.64,1.0,6.72798520025443,for unspecified Republican sponsor,False,False,unspecified Republican sponsor,LV,False
7003,8522,74971.0,2016_Pres-G_NY,2016,NY,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,1734.0,Hillary Rodham Clinton,DEM,56.0,Donald Trump,REP,33.0,5.0,23.0,2016-11-08,59.4,36.76,22.64,0.36,0.36,1.0,-5.0163200880488,,False,False,,LV,False
7004,8532,74974.0,2016_Pres-G_OH,2016,OH,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,1823.0,Hillary Rodham Clinton,DEM,40.0,Donald Trump,REP,45.0,9.0,-5.0,2016-11-08,43.56,51.69,-8.13,3.13,3.13,1.0,-2.20219534380659,,False,False,,LV,False
7005,8545,74975.0,2016_Pres-G_OK,2016,OK,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,472.0,Hillary Rodham Clinton,DEM,31.0,Donald Trump,REP,54.0,12.0,-23.0,2016-11-08,28.93,65.32,-36.39,13.39,13.39,1.0,7.8629926018741,,False,False,,LV,False
7006,8548,74976.0,2016_Pres-G_OR,2016,OR,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,743.0,Hillary Rodham Clinton,DEM,51.0,Donald Trump,REP,36.0,7.0,15.0,2016-11-08,51.96,40.57,11.39,3.61,3.61,1.0,-2.51406593690889,,False,False,,LV,False
7007,8559,74927.0,2016_Pres-G_PA,2016,PA,Pres-G,Pres-G,Franklin & Marshall College,106,,2016-10-28,652.0,Hillary Rodham Clinton,DEM,49.0,Donald Trump,REP,38.0,4.0,11.0,2016-11-08,47.75,48.48,-0.73,11.73,11.73,0.0,6.53351012482049,,False,False,,LV,False
7008,8560,74909.0,2016_Pres-G_PA,2016,PA,Pres-G,Pres-G,Gravis Marketing/Kaplan Strategies,124,,2016-10-28,3217.0,Hillary Rodham Clinton,DEM,47.0,Donald Trump,REP,44.0,3.0,3.0,2016-11-08,47.75,48.48,-0.73,3.73,3.73,0.0,-0.150983518598531,for Breitbart News; among registered voters,True,False,Breitbart News,RV,False
7009,8561,74977.0,2016_Pres-G_PA,2016,PA,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,2255.0,Hillary Rodham Clinton,DEM,49.0,Donald Trump,REP,41.0,6.0,8.0,2016-11-08,47.75,48.48,-0.73,8.73,8.73,0.0,4.75678578131249,,False,False,,LV,False
7010,8580,74978.0,2016_Pres-G_RI,2016,RI,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,419.0,Hillary Rodham Clinton,DEM,49.0,Donald Trump,REP,36.0,7.0,13.0,2016-11-08,54.85,39.2,15.65,2.65,-2.65,1.0,-4.02200167187297,,False,False,,LV,False
7011,8582,74979.0,2016_Pres-G_SC,2016,SC,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,1762.0,Hillary Rodham Clinton,DEM,43.0,Donald Trump,REP,45.0,6.0,-2.0,2016-11-08,40.67,54.94,-14.27,12.27,12.27,1.0,5.82600508890463,,False,False,,LV,False
7012,8589,74980.0,2016_Pres-G_SD,2016,SD,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,298.0,Hillary Rodham Clinton,DEM,27.0,Donald Trump,REP,53.0,16.0,-26.0,2016-11-08,31.74,61.53,-29.79,3.79,3.79,1.0,-8.68004969219436,,False,False,,LV,False
7013,8591,74981.0,2016_Pres-G_TN,2016,TN,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,550.0,Hillary Rodham Clinton,DEM,38.0,Donald Trump,REP,51.0,6.0,-13.0,2016-11-08,34.72,60.73,-26.01,13.01,13.01,1.0,6.80371200818129,,False,False,,LV,False
7014,8596,75052.0,2016_Pres-G_TX,2016,TX,Pres-G,Pres-G,Dixie Strategies,81,,2016-10-28,980.0,Hillary Rodham Clinton,DEM,39.39,Donald Trump,REP,51.53,2.96,-12.14,2016-11-08,43.24,52.24,-9.0,3.14,-3.14,1.0,-1.31451222720107,for KTVT-CBS 11,False,False,KTVT-CBS 11,LV,False
7015,8597,74982.0,2016_Pres-G_TX,2016,TX,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,2051.0,Hillary Rodham Clinton,DEM,41.0,Donald Trump,REP,47.0,8.0,-6.0,2016-11-08,43.24,52.24,-9.0,3.0,3.0,1.0,-0.495336053282537,,False,False,,LV,False
7016,8637,74999.0,2016_Pres-G_US,2016,US,Pres-G,Pres-G,Google Consumer Surveys,122,,2016-10-28,24316.0,Hillary Rodham Clinton,DEM,37.69,Donald Trump,REP,35.07,6.18,2.62,2016-11-08,48.54,46.43,2.11,0.51,0.51,1.0,-1.67355595792732,,False,False,,LV,False
7017,8638,74997.0,2016_Pres-G_US,2016,US,Pres-G,Pres-G,Google Consumer Surveys,122,,2016-10-28,943.0,Hillary Rodham Clinton,DEM,37.1,Donald Trump,REP,36.6,5.9,0.5,2016-11-08,48.54,46.43,2.11,1.61,-1.61,1.0,-1.88970320579139,,False,False,,LV,False
7018,8639,74883.0,2016_Pres-G_US,2016,US,Pres-G,Pres-G,Lucid,175,,2016-10-28,2617.0,Hillary Rodham Clinton,DEM,42.0,Donald Trump,REP,41.0,5.0,1.0,2016-11-08,48.54,46.43,2.11,1.11,-1.11,1.0,-1.5247569225186,for The Times-Picayune,False,False,The Times-Picayune,LV,False
7019,8640,74893.0,2016_Pres-G_US,2016,US,Pres-G,Pres-G,Morning Consult,218,,2016-10-28,1794.0,Hillary Rodham Clinton,DEM,44.0,Donald Trump,REP,40.0,8.0,4.0,2016-11-08,48.54,46.43,2.11,1.89,1.89,1.0,-1.11226558669143,for Politico; average of multiple versions or turnout models listed in poll,False,False,Politico,LV,False
7020,8641,74802.0,2016_Pres-G_US,2016,US,Pres-G,Pres-G,The Washington Post,3,,2016-10-28,1165.0,Hillary Rodham Clinton,DEM,47.5,Donald Trump,REP,46.0,4.0,1.5,2016-11-08,48.54,46.43,2.11,0.61,-0.61,1.0,-2.80014166827854,"until 2022, many Washington Post polls were conducted jointly with ABC News; average of multiple versions or turnout models listed in poll",False,False,,LV,False
7021,8642,74923.0,2016_Pres-G_US,2016,US,Pres-G,Pres-G,University of Southern California,343,,2016-10-28,3145.0,Hillary Rodham Clinton,DEM,43.28,Donald Trump,REP,46.9,,-3.62,2016-11-08,48.54,46.43,2.11,5.73,-5.73,0.0,3.13604576540214,for LA Times,False,False,LA Times,LV,False
7022,8684,74983.0,2016_Pres-G_UT,2016,UT,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,1078.0,Hillary Rodham Clinton,DEM,30.0,Donald Trump,REP,33.0,26.0,-3.0,2016-11-08,27.46,45.54,-18.08,15.08,15.08,1.0,7.20566348277554,,False,False,,LV,False
7023,8700,75284.0,2016_Pres-G_VA,2016,VA,Pres-G,Pres-G,Hampton University,131,,2016-10-28,802.0,Hillary Rodham Clinton,DEM,41.0,Donald Trump,REP,44.0,,-3.0,2016-11-08,50.15,44.79,5.36,8.36,-8.36,0.0,5.12470349875402,,False,False,,LV,False
7024,8701,74985.0,2016_Pres-G_VA,2016,VA,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,2089.0,Hillary Rodham Clinton,DEM,48.0,Donald Trump,REP,38.0,8.0,10.0,2016-11-08,50.15,44.79,5.36,4.64,4.64,1.0,2.48637864301335,,False,False,,LV,False
7025,8714,74984.0,2016_Pres-G_VT,2016,VT,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,436.0,Hillary Rodham Clinton,DEM,53.0,Donald Trump,REP,25.0,,28.0,2016-11-08,57.17,30.53,26.64,1.36,1.36,1.0,-3.09326623772361,,False,False,,LV,False
7026,8717,74986.0,2016_Pres-G_WA,2016,WA,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,745.0,Hillary Rodham Clinton,DEM,53.0,Donald Trump,REP,34.0,7.0,19.0,2016-11-08,54.3,38.07,16.23,2.77,2.77,1.0,-1.6699931407229,,False,False,,LV,False
7027,8724,74741.0,2016_Pres-G_WI,2016,WI,Pres-G,Pres-G,Emerson College,88,,2016-10-28,400.0,Hillary Rodham Clinton,DEM,48.0,Donald Trump,REP,42.0,9.0,6.0,2016-11-08,46.82,47.59,-0.77,6.77,6.77,0.0,-0.446986854412993,,False,False,,LV,False
7028,8725,74988.0,2016_Pres-G_WI,2016,WI,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,1195.0,Hillary Rodham Clinton,DEM,44.0,Donald Trump,REP,42.0,7.0,2.0,2016-11-08,46.82,47.59,-0.77,2.77,2.77,0.0,-3.03983418638702,,False,False,,LV,False
7029,8734,74987.0,2016_Pres-G_WV,2016,WV,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,321.0,Hillary Rodham Clinton,DEM,27.0,Donald Trump,REP,58.0,6.0,-31.0,2016-11-08,26.43,68.5,-42.07,11.07,11.07,1.0,4.00609247000427,,False,False,,LV,False
7030,8736,74989.0,2016_Pres-G_WY,2016,WY,Pres-G,Pres-G,SurveyMonkey,324,,2016-10-28,251.0,Hillary Rodham Clinton,DEM,22.0,Donald Trump,REP,62.0,10.0,-40.0,2016-11-08,22.48,70.06,-47.58,7.58,7.58,1.0,0.144746651157041,,False,False,,LV,False
7031,8739,75111.0,2016_Sen-G_AL,2016,AL,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,485.0,Ronald Steven Crumpton,DEM,36.0,Richard C. Shelby,REP,60.0,,-24.0,2016-11-08,35.93,64.07,-28.14,4.14,4.14,1.0,-4.52803284092125,,False,False,,LV,False
7032,8743,75114.0,2016_Sen-G_AR,2016,AR,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,484.0,Conner W. Eldridge,DEM,44.0,John Boozman,REP,54.0,,-10.0,2016-11-08,36.21,59.83,-23.62,13.62,13.62,1.0,7.46091122634423,,False,False,,LV,False
7033,8747,75113.0,2016_Sen-G_AZ,2016,AZ,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1457.0,Ann Kirkpatrick,DEM,46.0,John McCain,REP,49.0,,-3.0,2016-11-08,40.75,53.71,-12.96,9.96,9.96,1.0,6.17428641421576,,False,False,,LV,False
7034,8759,75115.0,2016_Sen-G_CA,2016,CA,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,2505.0,Kamala Harris,DEM,50.0,Loretta Sanchez,DEM,30.0,,20.0,2016-11-08,61.6,38.4,23.2,3.2,,1.0,-0.182938318966947,,False,False,,LV,False
7035,8760,75941.0,2016_Sen-G_CA,2016,CA,Sen-G,Sen-G,YouGov,391,,2016-10-28,1498.0,Kamala Harris,DEM,47.0,Loretta Sanchez,DEM,23.0,,24.0,2016-11-08,61.6,38.4,23.2,0.8,,1.0,-2.70892349026188,for UC Berkeley's Institute of Governmental Studies/Field Poll,False,False,UC Berkeley,LV,False
7036,8766,75116.0,2016_Sen-G_CO,2016,CO,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1532.0,Michael Bennet,DEM,48.0,Darryl Glenn,REP,46.0,,2.0,2016-11-08,49.97,44.31,5.66,3.66,-3.66,1.0,0.202266173447013,,False,False,,LV,False
7037,8774,75117.0,2016_Sen-G_CT,2016,CT,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,554.0,Richard Blumenthal,DEM,59.0,Dan Carter,REP,38.0,,21.0,2016-11-08,63.19,34.62,28.57,7.57,-7.57,1.0,1.26357904364553,,False,False,,LV,False
7038,8795,75118.0,2016_Sen-G_FL,2016,FL,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,2809.0,Patrick Murphy,DEM,47.0,Marco Rubio,REP,49.0,,-2.0,2016-11-08,44.31,51.98,-7.67,5.67,5.67,1.0,2.96349364782184,,False,False,,LV,False
7039,8796,75146.0,2016_Sen-G_FL,2016,FL,Sen-G,Sen-G,TargetSmart,332,,2016-10-28,718.0,Patrick Murphy,DEM,43.0,Marco Rubio,REP,49.0,,-6.0,2016-11-08,44.31,51.98,-7.67,1.67,1.67,1.0,-2.74234111545747,for College of William and Mary,False,False,College of William and Mary,LV,False
7040,8811,75119.0,2016_Sen-G_GA,2016,GA,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,2665.0,Jim Barksdale,DEM,41.0,Johnny Isakson,REP,50.0,5.0,-9.0,2016-11-08,41.03,54.78,-13.75,4.75,4.75,1.0,1.49999490713464,,False,False,,LV,False
7041,8820,75120.0,2016_Sen-G_HI,2016,HI,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,467.0,Brian Schatz,DEM,69.0,John Stanley Carroll,REP,27.0,,42.0,2016-11-08,73.6,22.24,51.36,9.36,-9.36,1.0,3.04504500449469,,False,False,,LV,False
7042,8823,75124.0,2016_Sen-G_IA,2016,IA,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,984.0,Patty Judge,DEM,41.0,Chuck Grassley,REP,56.0,,-15.0,2016-11-08,35.69,60.16,-24.47,9.47,9.47,1.0,4.41990055332665,,False,False,,LV,False
7043,8829,75121.0,2016_Sen-G_ID,2016,ID,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,447.0,Jerry Sturgill,DEM,34.0,Mike Crapo,REP,61.0,,-27.0,2016-11-08,27.73,66.13,-38.4,11.4,11.4,1.0,4.59711181527625,,False,False,,LV,False
7044,8832,75122.0,2016_Sen-G_IL,2016,IL,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1003.0,Tammy Duckworth,DEM,57.0,Mark Kirk,REP,38.0,,19.0,2016-11-08,54.86,39.78,15.08,3.92,3.92,1.0,-0.761383705522192,,False,False,,LV,False
7045,8836,75123.0,2016_Sen-G_IN,2016,IN,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,674.0,Evan Bayh,DEM,46.0,Todd Young,REP,50.0,,-4.0,2016-11-08,42.41,52.11,-9.7,5.7,5.7,1.0,-2.11868650995277,,False,False,,LV,False
7046,8841,75125.0,2016_Sen-G_KS,2016,KS,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1273.0,Patrick Wiesner,DEM,39.0,Jerry Moran,REP,56.0,,-17.0,2016-11-08,32.24,62.18,-29.94,12.94,12.94,1.0,4.66472818404853,,False,False,,LV,False
7047,8842,75207.0,2016_Sen-G_KS,2016,KS,Sen-G,Sen-G,SurveyUSA,325,,2016-10-28,596.0,Patrick Wiesner,DEM,31.0,Jerry Moran,REP,55.0,6.0,-24.0,2016-11-08,32.24,62.18,-29.94,5.94,5.94,1.0,-3.03030966653647,for KSN-TV Wichita,False,False,KSN-TV Wichita,LV,False
7048,8847,75126.0,2016_Sen-G_KY,2016,KY,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,424.0,Jim Gray,DEM,46.0,Rand Paul,REP,52.0,,-6.0,2016-11-08,42.72,57.27,-14.55,8.55,8.55,1.0,2.50868003894293,,False,False,,LV,False
7049,8848,74996.0,2016_Sen-G_KY,2016,KY,Sen-G,Sen-G,Western Kentucky University,379,,2016-10-28,602.0,Jim Gray,DEM,39.0,Rand Paul,REP,55.0,,-16.0,2016-11-08,42.72,57.27,-14.55,1.45,-1.45,1.0,-5.46312048111102,,False,False,,LV,False
7050,8850,75128.0,2016_Sen-G_MD,2016,MD,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,740.0,Chris Van Hollen,DEM,66.0,Kathy Szeliga,REP,31.0,,35.0,2016-11-08,60.96,35.72,25.24,9.76,9.76,1.0,4.11406364150288,,False,False,,LV,False
7051,8854,74896.0,2016_Sen-G_MO,2016,MO,Sen-G,Sen-G,BK Strategies,20,,2016-10-28,1698.0,Jason Kander,DEM,44.0,Roy Blunt,REP,47.0,,-3.0,2016-11-08,46.39,49.18,-2.79,0.21,-0.21,1.0,-3.01328916304292,for Missouri Scout,False,False,Missouri Scout,LV,False
7052,8855,75129.0,2016_Sen-G_MO,2016,MO,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,671.0,Jason Kander,DEM,51.0,Roy Blunt,REP,45.0,,6.0,2016-11-08,46.39,49.18,-2.79,8.79,8.79,0.0,4.99149660375504,,False,False,,LV,False
7053,8876,75133.0,2016_Sen-G_NC,2016,NC,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1574.0,Deborah K. Ross,DEM,47.0,Richard Burr,REP,43.0,7.0,4.0,2016-11-08,45.37,51.06,-5.69,9.69,9.69,0.0,5.784616741148,,False,False,,LV,False
7054,8886,75134.0,2016_Sen-G_ND,2016,ND,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,279.0,Eliot Glassheim,DEM,27.0,John Hoeven,REP,71.0,,-44.0,2016-11-08,16.99,78.56,-61.57,17.57,17.57,1.0,10.0275280721749,,False,False,,LV,False
7055,8895,75131.0,2016_Sen-G_NH,2016,NH,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,659.0,Maggie Hassan,DEM,50.0,Kelly Ayotte,REP,38.0,8.0,12.0,2016-11-08,48.02,47.88,0.14,11.86,11.86,1.0,8.01979234826431,,False,False,,LV,False
7056,8896,76016.0,2016_Sen-G_NH,2016,NH,Sen-G,Sen-G,University of New Hampshire,357,,2016-10-28,516.0,Maggie Hassan,DEM,45.0,Kelly Ayotte,REP,44.0,,1.0,2016-11-08,48.02,47.88,0.14,0.86,0.86,1.0,-3.9753194028895,for WMUR,False,False,WMUR,LV,False
7057,8915,75130.0,2016_Sen-G_NV,2016,NV,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1010.0,Catherine Cortez Masto,DEM,47.0,Joseph J. Heck,REP,47.0,,0.0,2016-11-08,48.97,46.44,2.53,2.53,-2.53,0.5,-0.703296884304844,,False,False,,LV,False
7058,8925,75132.0,2016_Sen-G_NY,2016,NY,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1734.0,Charles E. Schumer,DEM,68.0,Wendy E. Long,REP,28.0,,40.0,2016-11-08,70.21,27.57,42.64,2.64,-2.64,1.0,-1.06979083718896,,False,False,,LV,False
7059,8932,75135.0,2016_Sen-G_OH,2016,OH,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1823.0,Ted Strickland,DEM,40.0,Rob Portman,REP,55.0,,-15.0,2016-11-08,37.16,58.03,-20.87,5.87,5.87,1.0,0.131658167408451,,False,False,,LV,False
7060,8940,75136.0,2016_Sen-G_OK,2016,OK,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,472.0,Mike Workman,DEM,35.0,James Lankford,REP,62.0,,-27.0,2016-11-08,24.58,67.74,-43.16,16.16,16.16,1.0,9.58721623546797,,False,False,,LV,False
7061,8942,75137.0,2016_Sen-G_OR,2016,OR,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,743.0,Ron Wyden,DEM,62.0,Mark Callahan,REP,34.0,,28.0,2016-11-08,56.66,33.38,23.28,4.72,4.72,1.0,-0.980633665430591,,False,False,,LV,False
7062,8951,74929.0,2016_Sen-G_PA,2016,PA,Sen-G,Sen-G,Franklin & Marshall College,106,,2016-10-28,652.0,Kathleen Alana McGinty,DEM,47.0,Patrick J. Toomey,REP,35.0,1.0,12.0,2016-11-08,47.34,48.77,-1.43,13.43,13.43,0.0,8.78438598621554,,False,False,,LV,False
7063,8952,74910.0,2016_Sen-G_PA,2016,PA,Sen-G,Sen-G,Gravis Marketing/Kaplan Strategies,124,,2016-10-28,3217.0,Kathleen Alana McGinty,DEM,45.0,Patrick J. Toomey,REP,41.0,,4.0,2016-11-08,47.34,48.77,-1.43,5.43,5.43,0.0,1.97591986374503,for Breitbart News; among registered voters,True,False,Breitbart News,RV,False
7064,8953,75138.0,2016_Sen-G_PA,2016,PA,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,2255.0,Kathleen Alana McGinty,DEM,49.0,Patrick J. Toomey,REP,46.0,,3.0,2016-11-08,47.34,48.77,-1.43,4.43,4.43,0.0,0.669291101654149,,False,False,,LV,False
7065,8967,75139.0,2016_Sen-G_SC,2016,SC,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1762.0,Thomas Dixon,DEM,39.0,Tim Scott,REP,56.0,,-17.0,2016-11-08,36.96,60.62,-23.66,6.66,6.66,1.0,1.92239450569316,,False,False,,LV,False
7066,8972,75140.0,2016_Sen-G_SD,2016,SD,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,298.0,Jay H. Williams,DEM,31.0,John R. Thune,REP,67.0,,-36.0,2016-11-08,28.17,71.83,-43.66,7.66,7.66,1.0,-4.47095938926191,,False,False,,LV,False
7067,8975,75141.0,2016_Sen-G_UT,2016,UT,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,1078.0,Misty Katherine Snow,DEM,34.0,Mike Lee,REP,62.0,,-28.0,2016-11-08,27.06,68.15,-41.09,13.09,13.09,1.0,7.13782542129498,,False,False,,LV,False
7068,8982,75142.0,2016_Sen-G_VT,2016,VT,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,436.0,Patrick J. Leahy,DEM,64.0,Scott Milne,REP,33.0,,31.0,2016-11-08,61.32,33.06,28.26,2.74,2.74,1.0,-4.40552449008854,,False,False,,LV,False
7069,8985,75143.0,2016_Sen-G_WA,2016,WA,Sen-G,Sen-G,SurveyMonkey,324,,2016-10-28,745.0,Patty Murray,DEM,61.0,Chris Vance,REP,36.0,,25.0,2016-11-08,59.01,40.99,18.02,6.98,6.98,1.0,1.18675555369043,,False,False,,LV,False
